0,1,2
0.01,1.046,-0.301
0.016,1.029,-0.304
0.009,1.022,-0.296
0.014,1.011,-0.286
0.004,0.999,-0.29
0.004,0.995,-0.271
-0.007,0.978,-0.281
-0.004,0.979,-0.276
-0.009,0.974,-0.278
-0.006,0.963,-0.275
-0.005,0.971,-0.277
-0.008,0.96,-0.285
-0.013,0.96,-0.271
-0.007,0.954,-0.274
-0.015,0.948,-0.277
-0.013,0.949,-0.275
-0.01,0.949,-0.274
-0.009,0.942,-0.272
-0.012,0.943,-0.268
-0.017,0.931,-0.258
-0.02,0.928,-0.26
-0.016,0.926,-0.275
-0.018,0.919,-0.257
-0.013,0.922,-0.249
-0.016,0.917,-0.256
-0.019,0.9,-0.261
-0.015,0.899,-0.252
-0.018,0.897,-0.251
-0.022,0.885,-0.247
-0.026,0.881,-0.252
-0.017,0.882,-0.249
-0.02,0.866,-0.248
-0.021,0.865,-0.249
-0.016,0.856,-0.234
-0.016,0.862,-0.249
-0.016,0.842,-0.246
-0.016,0.841,-0.252
-0.023,0.841,-0.243
-0.024,0.823,-0.245
-0.021,0.825,-0.242
-0.024,0.825,-0.245
-0.032,0.812,-0.243
-0.03,0.803,-0.24
-0.026,0.802,-0.246
-0.031,0.805,-0.253
-0.029,0.794,-0.255
-0.027,0.794,-0.253
-0.028,0.785,-0.256
-0.028,0.79,-0.252
-0.036,0.778,-0.254
-0.026,0.782,-0.273
-0.026,0.781,-0.264
-0.027,0.778,-0.272
-0.026,0.78,-0.269
-0.028,0.775,-0.269
-0.034,0.779,-0.29
-0.025,0.774,-0.279
-0.03,0.773,-0.28
-0.028,0.774,-0.275
-0.035,0.786,-0.292
-0.028,0.785,-0.301
-0.027,0.78,-0.287
-0.033,0.789,-0.298
-0.031,0.795,-0.308
-0.029,0.797,-0.308
-0.036,0.804,-0.309
-0.025,0.799,-0.318
-0.027,0.807,-0.316
-0.036,0.813,-0.327
-0.033,0.814,-0.331
-0.037,0.82,-0.346
-0.035,0.839,-0.357
-0.03,0.854,-0.36
-0.022,0.876,-0.383
-0.028,0.899,-0.388
-0.033,0.922,-0.395
-0.023,0.947,-0.411
-0.016,0.973,-0.404
-0.008,1.005,-0.411
-0.005,1.032,-0.395
-0.007,1.048,-0.385
0.006,1.064,-0.358
0.017,1.067,-0.355
0.013,1.071,-0.324
0.014,1.064,-0.33
0.014,1.055,-0.311
0.008,1.041,-0.304
0.023,1.027,-0.292
0.016,1.021,-0.291
-0.0,1.008,-0.288
0.001,1.004,-0.289
0.004,0.992,-0.274
0.008,0.988,-0.277
0.001,0.98,-0.277
0.001,0.977,-0.272
-0.008,0.973,-0.274
-0.008,0.963,-0.285
-0.015,0.962,-0.267
-0.008,0.967,-0.27
-0.011,0.958,-0.271
-0.011,0.956,-0.28
-0.007,0.943,-0.274
-0.015,0.948,-0.265
-0.02,0.947,-0.271
-0.013,0.94,-0.275
-0.011,0.933,-0.265
-0.015,0.932,-0.266
-0.013,0.927,-0.268
-0.02,0.917,-0.252
-0.015,0.912,-0.263
-0.016,0.905,-0.245
-0.014,0.909,-0.251
-0.019,0.908,-0.262
-0.017,0.896,-0.252
-0.016,0.886,-0.248
-0.018,0.889,-0.241
-0.015,0.88,-0.244
-0.023,0.878,-0.248
-0.019,0.869,-0.245
-0.018,0.868,-0.251
-0.017,0.866,-0.251
-0.017,0.845,-0.252
-0.023,0.842,-0.242
-0.019,0.827,-0.243
-0.031,0.835,-0.256
-0.017,0.826,-0.243
-0.019,0.823,-0.247
-0.013,0.829,-0.254
-0.031,0.813,-0.245
-0.023,0.814,-0.261
-0.025,0.811,-0.254
-0.022,0.8,-0.26
-0.024,0.798,-0.259
-0.035,0.806,-0.255
-0.028,0.795,-0.269
-0.026,0.788,-0.274
-0.023,0.786,-0.278
-0.023,0.788,-0.268
-0.024,0.787,-0.267
-0.028,0.783,-0.285
-0.019,0.785,-0.278
-0.031,0.783,-0.28
-0.026,0.777,-0.293
-0.024,0.789,-0.283
-0.027,0.782,-0.281
-0.027,0.781,-0.291
-0.035,0.782,-0.292
-0.032,0.795,-0.299
-0.022,0.789,-0.293
-0.033,0.786,-0.301
-0.028,0.789,-0.297
-0.03,0.797,-0.314
-0.032,0.805,-0.321
-0.03,0.806,-0.33
-0.033,0.808,-0.338
-0.036,0.817,-0.337
-0.028,0.832,-0.342
-0.03,0.842,-0.354
-0.033,0.852,-0.363
-0.031,0.87,-0.376
-0.035,0.89,-0.383
-0.026,0.918,-0.391
-0.031,0.947,-0.421
-0.027,0.98,-0.403
-0.017,1.008,-0.399
-0.013,1.027,-0.394
-0.008,1.044,-0.386
0.003,1.057,-0.369
0.013,1.064,-0.35
0.008,1.056,-0.335
0.014,1.056,-0.33
0.012,1.046,-0.308
0.009,1.038,-0.31
0.007,1.029,-0.3
0.005,1.016,-0.283
0.011,1.006,-0.288
0.003,1.001,-0.291
-0.003,0.995,-0.281
0.008,0.994,-0.29
-0.003,0.982,-0.28
0.005,0.977,-0.289
-0.004,0.974,-0.277
0.002,0.965,-0.296
0.003,0.942,-0.287
-0.026,0.814,-0.242
-0.042,0.602,-0.215
-0.038,0.417,-0.198
-0.011,0.265,-0.204
0.019,0.18,-0.22
0.049,0.105,-0.251
0.08,0.054,-0.282
0.097,0.038,-0.314
0.116,0.03,-0.355
0.144,0.028,-0.39
0.17,0.036,-0.426
0.185,0.052,-0.452
0.201,0.076,-0.483
0.215,0.106,-0.523
0.223,0.144,-0.548
0.248,0.188,-0.555
0.243,0.224,-0.58
0.262,0.272,-0.605
0.279,0.311,-0.632
0.286,0.373,-0.651
0.302,0.43,-0.676
0.321,0.494,-0.691
0.317,0.551,-0.701
0.336,0.607,-0.729
0.346,0.671,-0.738
0.361,0.718,-0.748
0.372,0.784,-0.75
0.382,0.842,-0.772
0.392,0.902,-0.767
0.397,0.948,-0.774
0.411,1.007,-0.768
0.423,1.05,-0.768
0.435,1.114,-0.761
0.429,1.163,-0.754
0.444,1.216,-0.745
0.46,1.262,-0.734
0.477,1.308,-0.726
0.481,1.347,-0.715
0.499,1.389,-0.708
0.502,1.426,-0.689
0.519,1.457,-0.678
0.526,1.483,-0.652
0.531,1.507,-0.636
0.537,1.52,-0.614
0.537,1.536,-0.597
0.549,1.546,-0.571
0.552,1.556,-0.538
0.559,1.569,-0.513
0.564,1.565,-0.49
0.568,1.569,-0.46
0.579,1.557,-0.431
0.581,1.55,-0.407
0.586,1.531,-0.375
0.583,1.511,-0.342
0.582,1.495,-0.328
0.587,1.457,-0.29
0.578,1.428,-0.261
0.59,1.39,-0.232
0.582,1.353,-0.211
0.575,1.31,-0.189
0.581,1.269,-0.159
0.574,1.221,-0.145
0.573,1.183,-0.126
0.567,1.127,-0.11
0.567,1.073,-0.095
0.566,1.034,-0.082
0.555,0.977,-0.075
0.557,0.936,-0.06
0.549,0.883,-0.053
0.538,0.835,-0.038
0.536,0.789,-0.026
0.519,0.729,-0.024
0.51,0.678,-0.005
0.496,0.648,-0.002
0.483,0.598,0.003
0.479,0.557,0.005
0.472,0.498,0.025
0.458,0.456,0.021
0.447,0.403,0.034
0.432,0.345,0.038
0.425,0.293,0.044
0.412,0.242,0.039
0.393,0.196,0.036
0.387,0.147,0.023
0.368,0.09,0.018
0.357,0.045,0.01
0.358,0.006,-0.021
0.344,-0.026,-0.029
0.335,-0.06,-0.048
0.324,-0.096,-0.07
0.314,-0.118,-0.097
0.3,-0.139,-0.135
0.297,-0.152,-0.158
0.29,-0.161,-0.192
0.292,-0.159,-0.218
0.289,-0.164,-0.253
0.285,-0.159,-0.28
0.286,-0.145,-0.308
0.277,-0.126,-0.353
0.275,-0.103,-0.374
0.276,-0.075,-0.406
0.284,-0.044,-0.439
0.283,-0.008,-0.469
0.289,0.033,-0.497
0.291,0.08,-0.532
0.292,0.12,-0.558
0.298,0.173,-0.587
0.304,0.228,-0.606
0.317,0.273,-0.629
0.306,0.314,-0.645
0.324,0.382,-0.664
0.331,0.441,-0.686
0.302,0.502,-0.699
0.344,0.551,-0.718
0.361,0.607,-0.731
0.362,0.671,-0.739
0.375,0.725,-0.75
0.386,0.781,-0.754
0.396,0.853,-0.763
0.4,0.913,-0.768
0.42,0.961,-0.76
0.424,1.019,-0.763
0.441,1.074,-0.778
0.45,1.087,-0.766
0.45,1.17,-0.756
0.466,1.227,-0.748
0.483,1.27,-0.734
0.484,1.312,-0.736
0.494,1.353,-0.715
0.501,1.391,-0.706
0.507,1.415,-0.691
0.518,1.44,-0.671
0.525,1.479,-0.659
0.53,1.498,-0.636
0.541,1.52,-0.603
0.555,1.54,-0.586
0.55,1.557,-0.561
0.562,1.556,-0.542
0.566,1.562,-0.512
0.572,1.566,-0.481
0.579,1.563,-0.462
0.585,1.56,-0.423
0.584,1.54,-0.397
0.578,1.523,-0.371
0.585,1.504,-0.358
0.593,1.477,-0.315
0.587,1.452,-0.288
0.581,1.418,-0.261
0.582,1.373,-0.226
0.584,1.346,-0.197
0.587,1.296,-0.176
0.575,1.253,-0.157
0.581,1.21,-0.137
0.577,1.158,-0.131
0.578,1.115,-0.112
0.573,1.068,-0.092
0.566,1.016,-0.08
0.569,0.973,-0.068
0.56,0.921,-0.065
0.549,0.874,-0.046
0.549,0.832,-0.032
0.538,0.771,-0.029
0.525,0.723,-0.022
0.527,0.673,-0.013
0.512,0.635,-0.006
0.506,0.6,0.004
0.481,0.542,0.008
0.472,0.5,0.014
0.459,0.457,0.024
0.437,0.399,0.038
0.431,0.354,0.037
0.422,0.296,0.045
0.42,0.25,0.042
0.397,0.191,0.05
0.383,0.139,0.022
0.373,0.09,0.012
0.358,0.041,0.003
0.353,0.01,-0.004
0.345,-0.033,-0.038
0.332,-0.069,-0.056
0.325,-0.102,-0.082
0.314,-0.12,-0.121
0.31,-0.146,-0.145
0.299,-0.156,-0.164
0.289,-0.161,-0.193
0.293,-0.163,-0.22
0.285,-0.171,-0.262
0.279,-0.154,-0.288
0.279,-0.141,-0.329
0.282,-0.118,-0.36
0.289,-0.094,-0.385
0.283,-0.07,-0.433
0.28,-0.032,-0.454
0.286,0.001,-0.479
0.286,0.035,-0.509
0.286,0.085,-0.54
0.292,0.122,-0.557
0.296,0.173,-0.579
0.309,0.22,-0.608
0.309,0.266,-0.63
0.319,0.318,-0.646
0.321,0.379,-0.675
0.322,0.444,-0.688
0.336,0.494,-0.706
0.34,0.562,-0.719
0.36,0.618,-0.735
0.368,0.682,-0.747
0.38,0.741,-0.745
0.393,0.795,-0.763
0.4,0.854,-0.764
0.403,0.909,-0.77
0.41,0.957,-0.773
0.426,1.022,-0.777
0.431,1.066,-0.773
0.449,1.127,-0.765
0.458,1.182,-0.753
0.47,1.232,-0.756
0.482,1.28,-0.745
0.486,1.314,-0.734
0.494,1.352,-0.724
0.501,1.397,-0.7
0.514,1.429,-0.682
0.514,1.453,-0.667
0.525,1.478,-0.652
0.533,1.498,-0.627
0.541,1.523,-0.621
0.544,1.533,-0.591
0.552,1.547,-0.563
0.562,1.549,-0.536
0.564,1.559,-0.506
0.569,1.57,-0.482
0.574,1.558,-0.453
0.583,1.542,-0.417
0.583,1.53,-0.393
0.589,1.525,-0.363
0.585,1.499,-0.354
0.59,1.467,-0.316
0.587,1.436,-0.285
0.59,1.405,-0.248
0.578,1.378,-0.237
0.584,1.334,-0.203
0.588,1.298,-0.186
0.587,1.248,-0.154
0.575,1.209,-0.137
0.574,1.152,-0.122
0.578,1.099,-0.102
0.57,1.051,-0.088
0.564,1.006,-0.078
0.565,0.956,-0.076
0.568,0.918,-0.05
0.559,0.873,-0.039
0.546,0.815,-0.04
0.535,0.771,-0.028
0.528,0.727,-0.022
0.509,0.671,-0.002
0.504,0.625,-0.004
0.483,0.579,0.003
0.486,0.535,0.007
0.463,0.482,0.017
0.446,0.431,0.028
0.44,0.39,0.03
0.432,0.327,0.036
0.422,0.269,0.041
0.402,0.219,0.034
0.399,0.169,0.03
0.377,0.115,0.012
0.374,0.077,0.016
0.365,0.032,0.004
0.348,-0.003,-0.019
0.337,-0.045,-0.044
0.33,-0.082,-0.052
0.316,-0.108,-0.085
0.315,-0.132,-0.112
0.299,-0.153,-0.139
0.295,-0.161,-0.175
0.297,-0.168,-0.205
0.287,-0.165,-0.229
0.277,-0.163,-0.265
0.28,-0.147,-0.295
0.286,-0.138,-0.333
0.274,-0.115,-0.363
0.275,-0.091,-0.381
0.281,-0.074,-0.43
0.28,-0.029,-0.463
0.285,0.011,-0.491
0.291,0.053,-0.516
0.283,0.098,-0.533
0.287,0.139,-0.576
0.308,0.191,-0.591
0.316,0.243,-0.612
0.319,0.297,-0.631
0.321,0.35,-0.656
0.328,0.402,-0.674
0.338,0.455,-0.695
0.346,0.509,-0.713
0.35,0.568,-0.724
0.369,0.624,-0.728
0.374,0.689,-0.748
0.384,0.751,-0.744
0.388,0.81,-0.761
0.402,0.868,-0.767
0.407,0.93,-0.774
0.42,0.988,-0.769
0.428,1.044,-0.776
0.444,1.101,-0.767
0.444,1.144,-0.765
0.459,1.189,-0.763
0.469,1.239,-0.752
0.477,1.283,-0.728
0.486,1.32,-0.723
0.501,1.369,-0.716
0.508,1.397,-0.697
0.517,1.431,-0.668
